318	0	0	0	0
318	0	0	0	0
0	63.0	71.0	0	0
1	94.0	71.0	0	0
2	142.0	370.0	0	0
3	173.0	1276.0	0	0
4	205.0	1213.0	0	0
5	213.0	69.0	0	0
6	244.0	69.0	0	0
7	276.0	630.0	0	0
8	283.0	732.0	0	0
9	362.0	69.0	0	0
10	394.0	69.0	0	0
11	449.0	370.0	0	0
12	480.0	1276.0	0	0
13	512.0	1213.0	0	0
14	528.0	157.0	0	0
15	583.0	630.0	0	0
16	591.0	732.0	0	0
17	638.0	654.0	0	0
18	638.0	496.0	0	0
19	638.0	314.0	0	0
20	638.0	142.0	0	0
21	669.0	142.0	0	0
22	677.0	315.0	0	0
23	677.0	496.0	0	0
24	677.0	654.0	0	0
25	709.0	654.0	0	0
26	709.0	496.0	0	0
27	709.0	315.0	0	0
28	701.0	142.0	0	0
29	764.0	220.0	0	0
30	811.0	189.0	0	0
31	843.0	173.0	0	0
32	858.0	370.0	0	0
33	890.0	1276.0	0	0
34	921.0	1213.0	0	0
35	992.0	630.0	0	0
36	1000.0	732.0	0	0
37	1197.0	1276.0	0	0
38	1228.0	1213.0	0	0
39	1276.0	205.0	0	0
40	1299.0	630.0	0	0
41	1307.0	732.0	0	0
42	1362.0	654.0	0	0
43	1362.0	496.0	0	0
44	1362.0	291.0	0	0
45	1425.0	654.0	0	0
46	1425.0	496.0	0	0
47	1425.0	291.0	0	0
48	1417.0	173.0	0	0
49	1488.0	291.0	0	0
50	1488.0	496.0	0	0
51	1488.0	654.0	0	0
52	1551.0	654.0	0	0
53	1551.0	496.0	0	0
54	1551.0	291.0	0	0
55	1614.0	291.0	0	0
56	1614.0	496.0	0	0
57	1614.0	654.0	0	0
58	1732.0	189.0	0	0
59	1811.0	1276.0	0	0
60	1843.0	1213.0	0	0
61	1913.0	630.0	0	0
62	1921.0	732.0	0	0
63	2087.0	370.0	0	0
64	2118.0	1276.0	0	0
65	2150.0	1213.0	0	0
66	2189.0	205.0	0	0
67	2220.0	189.0	0	0
68	2220.0	630.0	0	0
69	2228.0	732.0	0	0
70	2244.0	142.0	0	0
71	2276.0	315.0	0	0
72	2276.0	496.0	0	0
73	2276.0	654.0	0	0
74	2315.0	654.0	0	0
75	2315.0	496.0	0	0
76	2315.0	315.0	0	0
77	2331.0	142.0	0	0
78	2346.0	315.0	0	0
79	2346.0	496.0	0	0
80	2346.0	654.0	0	0
81	2362.0	142.0	0	0
82	2402.0	157.0	0	0
83	2402.0	220.0	0	0
84	2480.0	142.0	0	0
85	2496.0	370.0	0	0
86	2528.0	1276.0	0	0
87	2559.0	1213.0	0	0
88	2630.0	630.0	0	0
89	2638.0	732.0	0	0
90	2756.0	69.0	0	0
91	2787.0	69.0	0	0
92	2803.0	370.0	0	0
93	2835.0	1276.0	0	0
94	2866.0	1213.0	0	0
95	2906.0	69.0	0	0
96	2937.0	69.0	0	0
97	2937.0	630.0	0	0
98	2945.0	732.0	0	0
99	3016.0	1276.0	0	0
100	3055.0	69.0	0	0
101	3087.0	69.0	0	0
102	606.0	220.0	0	0
103	1165.0	370.0	0	0
104	1780.0	370.0	0	0
105	63.0	1402.0	0	0
106	94.0	1402.0	0	0
107	142.0	1701.0	0	0
108	173.0	2607.0	0	0
109	205.0	2544.0	0	0
110	213.0	1400.0	0	0
111	244.0	1400.0	0	0
112	276.0	1961.0	0	0
113	283.0	2063.0	0	0
114	362.0	1400.0	0	0
115	394.0	1400.0	0	0
116	449.0	1701.0	0	0
117	480.0	2607.0	0	0
118	512.0	2544.0	0	0
119	528.0	1488.0	0	0
120	583.0	1961.0	0	0
121	591.0	2063.0	0	0
122	638.0	1985.0	0	0
123	638.0	1827.0	0	0
124	638.0	1645.0	0	0
125	638.0	1473.0	0	0
126	669.0	1473.0	0	0
127	677.0	1646.0	0	0
128	677.0	1827.0	0	0
129	677.0	1985.0	0	0
130	709.0	1985.0	0	0
131	709.0	1827.0	0	0
132	709.0	1646.0	0	0
133	701.0	1473.0	0	0
134	764.0	1551.0	0	0
135	811.0	1520.0	0	0
136	843.0	1504.0	0	0
137	858.0	1701.0	0	0
138	890.0	2607.0	0	0
139	921.0	2544.0	0	0
140	992.0	1961.0	0	0
141	1000.0	2063.0	0	0
142	1197.0	2607.0	0	0
143	1228.0	2544.0	0	0
144	1276.0	1536.0	0	0
145	1299.0	1961.0	0	0
146	1307.0	2063.0	0	0
147	1362.0	1985.0	0	0
148	1362.0	1827.0	0	0
149	1362.0	1622.0	0	0
150	1425.0	1985.0	0	0
151	1425.0	1827.0	0	0
152	1425.0	1622.0	0	0
153	1417.0	1504.0	0	0
154	1488.0	1622.0	0	0
155	1488.0	1827.0	0	0
156	1488.0	1985.0	0	0
157	1551.0	1985.0	0	0
158	1551.0	1827.0	0	0
159	1551.0	1622.0	0	0
160	1614.0	1622.0	0	0
161	1614.0	1827.0	0	0
162	1614.0	1985.0	0	0
163	1732.0	1520.0	0	0
164	1811.0	2607.0	0	0
165	1843.0	2544.0	0	0
166	1913.0	1961.0	0	0
167	1921.0	2063.0	0	0
